,FirstName_x,LastName_x,DateOfBirth_x,FullName_x,MatchedFullName,FullNameScore,FullNameIndex,MatchedFirstName,FirstNameScore,FirstNameIndex,MatchedLastName,LastNameScore,LastNameIndex,FirstName_y,LastName_y,DateOfBirth_y,Revenue,FullName_y
345,james,hart,2006-12-15,jameshart,ajmeshart,88.888885,272,james,100.0,32,hart,100.0,231,ajmes,hart,2006-12-15,173038,ajmeshart
346,brandon,winters,1928-08-26,brandonwinters,brandonowens,76.92308,591,brandon,100.0,89,white,66.666664,96,brandon,owens,1949-07-15,96494,brandonowens
347,jaime,munoz,1985-12-13,jaimemunoz,jaimeumnoz,90.0,273,jaime,100.0,206,umnoz,80.0,232,jaime,umnoz,1985-12-13,270442,jaimeumnoz
348,jean,ramsey,1970-07-05,jeanramsey,nancyrmasey,66.666664,747,sean,75.0,55,rmasey,83.333336,531,nancy,rmasey,1934-07-04,81058,nancyrmasey
349,james,vazquez,1955-09-14,jamesvazquez,jamesvazquez,100.0,274,james,100.0,32,vazquez,100.0,233,james,vazquez,1955-09-14,74145,jamesvazquez
350,barbara,neal,1929-08-02,barbaraneal,barbaraneal,100.0,275,barbara,100.0,207,neal,100.0,234,barbara,neal,1929-08-02,63701,barbaraneal
351,mario,summers,1962-04-21,mariosummers,mariosummers,100.0,276,mario,100.0,208,summers,100.0,235,mario,summers,1962-04-21,400135,mariosummers
352,anthony,murillo,1944-12-24,anthonymurillo,anthonymurlilo,92.85714,277,anthony,100.0,5,murillo,100.0,273,anthony,murlilo,1944-12-24,156696,anthonymurlilo
353,nicholas,martin,1934-09-10,nicholasmartin,nicholasmratin,92.85714,278,nicholas,100.0,41,martin,100.0,99,nicholas,mratin,,451117,nicholasmratin
354,beverly,chaney,1967-01-01,beverlychaney,beverlychaney,100.0,279,beverly,100.0,209,chaney,100.0,238,beverly,chaney,1967-01-01,123039,beverlychaney
355,jesse,boyer,1993-06-30,jesseboyer,jesseboyer,100.0,280,jesse,100.0,210,boyer,100.0,239,jesse,boyer,1993-06-30,258113,jesseboyer
356,yvonne,gonzalez,1950-05-20,yvonnegonzalez,yvonnegonzalez,100.0,281,yvonne,100.0,211,gonzalez,100.0,240,yvonne,gonzalez,1950-05-20,295481,yvonnegonzalez
357,carolyn,gray,1993-01-02,carolyngray,carolyngrya,90.90909,282,carolyn,100.0,212,gray,100.0,370,carolyn,grya,1993-01-02,397954,carolyngrya
358,tina,bauer,1996-05-23,tinabauer,tinabauer,100.0,283,tina,100.0,202,bauer,100.0,242,tina,bauer,1996-05-23,198898,tinabauer
359,stephanie,johnson,1966-06-25,stephaniejohnson,danieljohnson,75.86207,705,stephanie,100.0,182,johnson,100.0,97,daniel,johnson,1945-05-06,310347,danieljohnson
360,michael,hawkins,2008-03-29,michaelhawkins,michaelhakwins,92.85714,284,michael,100.0,52,hawkins,100.0,150,michael,hakwins,2008-03-29,472922,michaelhakwins
361,melody,lane,2016-06-12,melodylane,melodylane,100.0,285,melody,100.0,213,lane,100.0,244,melody,lane,2016-06-12,349558,melodylane
362,cathy,kim,1988-09-27,cathykim,acthyramos,55.555557,160,acthy,80.0,131,king,57.142857,176,acthy,ramos,1974-12-02,354259,acthyramos
363,brandon,brown,2014-05-04,brandonbrown,brandonbrown,100.0,286,brandon,100.0,89,brown,100.0,135,brandon,brown,2014-05-04,135204,brandonbrown
364,bethany,johnson,1929-11-02,bethanyjohnson,meganjohnston,74.07407,268,brittany,66.666664,111,johnson,100.0,97,megan,johnston,1952-02-18,341859,meganjohnston
365,valerie,davis,2023-07-05,valeriedavis,valeriedavis,100.0,287,valerie,100.0,214,davis,100.0,154,valerie,davis,2023-07-05,184187,valeriedavis
366,zachary,jackson,1978-09-14,zacharyjackson,michaeljackson,71.42857,674,zachary,100.0,400,jackson,100.0,127,michael,jackson,,391361,michaeljackson
367,amy,fletcher,1975-07-01,amyfletcher,amyfltecher,90.90909,288,amy,100.0,215,fletcher,100.0,270,amy,fltecher,1975-07-01,272594,amyfltecher
368,matthew,dalton,1959-04-05,matthewdalton,mtathewdalton,92.30769,289,matthew,100.0,19,dalton,100.0,98,mtathew,dalton,,380159,mtathewdalton
369,joyce,riley,1988-09-16,joyceriley,codybialey,60.0,27,jose,66.666664,376,irley,80.0,382,cody,bialey,1924-10-09,196093,codybialey
370,nicholas,taylor,1966-05-20,nicholastaylor,nicholastaylor,100.0,290,nicholas,100.0,41,taylor,100.0,246,nicholas,taylor,1966-05-20,374471,nicholastaylor
371,tracy,bray,1940-01-04,tracybray,tracybary,88.888885,291,tracy,100.0,216,brady,88.888885,204,tracy,bary,1940-01-04,205331,tracybary
372,cassandra,jones,1949-01-13,cassandrajones,cassandrajones,100.0,292,cassandra,100.0,217,jones,100.0,77,cassandra,jones,1949-01-13,17972,cassandrajones
373,julie,johnson,1951-07-18,juliejohnson,juliejohnson,100.0,293,julie,100.0,7,johnson,100.0,97,julie,johnson,1951-07-18,452637,juliejohnson
374,christopher,williams,1959-06-11,christopherwilliams,christopherwilliams,100.0,294,christopher,100.0,105,williams,100.0,68,christopher,williams,1959-06-11,396505,christopherwilliams
375,cindy,carney,1963-08-11,cindycarney,cindycarney,100.0,295,cindy,100.0,218,carney,100.0,248,cindy,carney,1963-08-11,184854,cindycarney
376,alan,lewis,1945-09-12,alanlewis,alanlewis,100.0,296,alan,100.0,219,lewis,100.0,249,alan,lewis,1945-09-12,15339,alanlewis
377,david,townsend,2003-04-19,davidtownsend,davidtownesnd,92.30769,297,david,100.0,75,townesnd,87.5,250,david,townesnd,2003-04-19,279766,davidtownesnd
378,sydney,bentley,1959-07-04,sydneybentley,jasmineconley,53.846153,265,stanley,61.53846,271,beasley,71.42857,317,jasmine,conley,2023-11-28,490757,jasmineconley
379,brandon,burton,2002-10-16,brandonburton,brandonbrown,88.0,286,brandon,100.0,89,burton,100.0,33,brandon,brown,2014-05-04,135204,brandonbrown
380,sean,vargas,1950-10-19,seanvargas,seanvargas,100.0,298,sean,100.0,55,vargas,100.0,171,sean,vargas,1950-10-19,187975,seanvargas
381,douglas,maxwell,2012-08-21,douglasmaxwell,douglsamaxwell,92.85714,299,douglas,100.0,336,maxwell,100.0,251,douglsa,maxwell,2012-08-21,247864,douglsamaxwell
382,carlos,henry,1989-01-26,carloshenry,carloshnery,90.90909,300,carlos,100.0,221,hnery,80.0,252,carlos,hnery,1989-01-26,248644,carloshnery
383,calvin,martin,1978-07-26,calvinmartin,calvinamrtin,91.666664,301,calvin,100.0,222,martin,100.0,99,calvin,amrtin,1978-07-26,97951,calvinamrtin
384,lauren,adkins,1987-12-10,laurenadkins,laurenadkins,100.0,302,lauren,100.0,87,adkins,100.0,254,lauren,adkins,1987-12-10,120252,laurenadkins
385,lance,allen,1994-12-12,lanceallen,lanceallen,100.0,303,lance,100.0,223,allen,100.0,255,lance,allen,1994-12-12,245795,lanceallen
386,madison,clark,1989-10-24,madisonclark,madisoncruz,78.26087,375,madison,100.0,265,clark,100.0,72,madison,cruz,2019-07-09,234118,madisoncruz
387,christopher,jones,1963-01-23,christopherjones,christopherjones,100.0,304,christopher,100.0,105,jones,100.0,77,christopher,jones,1963-01-23,285452,christopherjones
388,jennifer,reilly,1998-02-18,jenniferreilly,jenniferreilly,100.0,305,jennifer,100.0,65,reilly,100.0,256,jennifer,reilly,1998-02-18,94801,jenniferreilly
389,amber,perez,1975-02-19,amberperez,robertperez,76.190475,775,amber,100.0,178,perez,100.0,299,robert,perez,1989-09-01,76745,robertperez
390,shelley,weaver,1982-06-06,shelleyweaver,shelleyweaver,100.0,306,shelley,100.0,224,weaver,100.0,257,shelley,weaver,1982-06-06,276898,shelleyweaver
391,amanda,hurst,2005-05-27,amandahurst,amandahurst,100.0,307,amanda,100.0,43,hurst,100.0,64,amanda,hurst,2005-05-27,224106,amandahurst
392,marcus,thompson,1929-06-20,marcusthompson,marcusthompson,100.0,308,marcus,100.0,225,thompson,100.0,28,marcus,thompson,1929-06-20,41040,marcusthompson
393,ryan,turner,2006-05-18,ryanturner,ryanturner,100.0,309,ryan,100.0,2,turner,100.0,258,ryan,turner,2006-05-18,115917,ryanturner
394,emma,lewis,1972-05-30,emmalewis,emmalewis,100.0,310,emma,100.0,226,lewis,100.0,249,emma,lewis,1972-05-30,47948,emmalewis
395,candice,snyder,2005-01-29,candicesnyder,andresamyer,66.666664,333,janice,76.92308,352,snyder,100.0,483,andres,amyer,1993-01-25,32125,andresamyer
396,heidi,carroll,1943-09-02,heidicarroll,heidicarroll,100.0,311,heidi,100.0,227,carroll,100.0,210,heidi,carroll,1943-09-02,206090,heidicarroll
397,dawn,stafford,1966-03-10,dawnstafford,dawnstafford,100.0,312,dawn,100.0,188,stafford,100.0,259,dawn,stafford,1966-03-10,150908,dawnstafford
398,gabrielle,vaughan,1936-03-31,gabriellevaughan,gabriellevaughan,100.0,313,gabrielle,100.0,228,vaughan,100.0,260,gabrielle,vaughan,1936-03-31,356831,gabriellevaughan
399,erin,taylor,2010-10-16,erintaylor,georgetayolr,63.636364,550,erin,100.0,42,taylor,100.0,246,george,tayolr,,306268,georgetayolr
400,cindy,wilson,1959-06-03,cindywilson,cindywilson,100.0,314,cindy,100.0,218,wilson,100.0,186,cindy,wilson,1959-06-03,288735,cindywilson
401,lisa,warren,1944-08-05,lisawarren,lisawarren,100.0,315,lisa,100.0,229,warren,100.0,261,lisa,warren,1944-08-05,334956,lisawarren
402,roy,dean,1945-01-05,roydean,ryodean,85.71429,316,roy,100.0,122,dean,100.0,262,ryo,dean,1945-01-05,109026,ryodean
403,jeffrey,mckee,1958-11-15,jeffreymckee,jeffreymckee,100.0,317,jeffrey,100.0,21,mckee,100.0,263,jeffrey,mckee,1958-11-15,268513,jeffreymckee
404,melissa,parks,1963-01-14,melissaparks,melissaparks,100.0,318,melissa,100.0,16,parks,100.0,264,melissa,parks,1963-01-14,485885,melissaparks
405,meagan,jefferson,1985-02-14,meaganjefferson,meaganjefferosn,93.333336,319,meagan,100.0,231,jefferosn,88.888885,265,meagan,jefferosn,1985-02-14,24970,meaganjefferosn
406,bailey,clark,2014-02-16,baileyclark,beverlyclark,69.565216,331,braldey,76.92308,323,clark,100.0,72,beverly,clark,,220519,beverlyclark
407,angel,chavez,2001-09-30,angelchavez,angelchavez,100.0,320,angel,100.0,232,chavez,100.0,266,angel,chavez,2001-09-30,6278,angelchavez
408,donald,johnson,1949-09-01,donaldjohnson,doanldjohnson,92.30769,321,ronald,83.333336,93,johnson,100.0,97,doanld,johnson,1949-09-01,69582,doanldjohnson
409,alyssa,irwin,1934-09-12,alyssairwin,alyssairwin,100.0,322,alyssa,100.0,234,irwin,100.0,267,alyssa,irwin,1934-09-12,73833,alyssairwin
410,william,lee,1995-09-29,williamlee,wililamlee,90.0,323,william,100.0,98,lee,100.0,104,wililam,lee,1995-09-29,181163,wililamlee
411,wesley,howell,1961-08-21,wesleyhowell,wesleyhowell,100.0,324,wesley,100.0,236,howell,100.0,207,wesley,howell,1961-08-21,45392,wesleyhowell
412,sarah,martin,1944-02-18,sarahmartin,sarahmartin,100.0,325,sarah,100.0,0,martin,100.0,99,sarah,martin,1944-02-18,69533,sarahmartin
413,morgan,pham,1924-09-28,morganpham,morganpahm,90.0,326,morgan,100.0,151,pham,100.0,226,morgan,pahm,1924-09-28,165576,morganpahm
414,amy,rowe,2001-05-22,amyrowe,amyrwoe,85.71429,327,amy,100.0,215,rowe,100.0,417,amy,rwoe,,29455,amyrwoe
415,autumn,davis,1937-09-12,autumndavis,autumndavis,100.0,328,autumn,100.0,237,davis,100.0,154,autumn,davis,1937-09-12,434879,autumndavis
416,jeffrey,fletcher,1962-02-11,jeffreyfletcher,ejffreyfletcher,93.333336,329,jeffrey,100.0,21,fletcher,100.0,270,ejffrey,fletcher,1962-02-11,42376,ejffreyfletcher
417,donna,vasquez,1950-01-06,donnavasquez,donnavasquez,100.0,330,donna,100.0,239,vasquez,100.0,113,donna,vasquez,1950-01-06,290424,donnavasquez
418,beverly,clark,2005-01-22,beverlyclark,beverlyclark,100.0,331,beverly,100.0,209,clark,100.0,72,beverly,clark,,220519,beverlyclark
419,brian,lewis,2005-01-13,brianlewis,brianlewis,100.0,332,brian,100.0,150,lewis,100.0,249,brian,lewis,2005-01-13,477492,brianlewis
420,robert,gibson,2021-06-18,robertgibson,robertbates,69.565216,350,robert,100.0,12,gibson,100.0,330,robert,bates,1952-12-11,39934,robertbates
421,andres,mayer,1993-01-25,andresmayer,andresamyer,90.90909,333,andres,100.0,240,myers,80.0,131,andres,amyer,1993-01-25,32125,andresamyer
422,amber,franklin,1953-01-10,amberfranklin,amberfranklin,100.0,334,amber,100.0,178,franklin,100.0,93,amber,franklin,1953-01-10,66478,amberfranklin
423,amanda,flores,1947-12-11,amandaflores,amandaflores,100.0,335,amanda,100.0,43,flores,100.0,86,amanda,flores,1947-12-11,253021,amandaflores
424,bryan,buckley,1962-12-09,bryanbuckley,bryanbuckley,100.0,336,bryan,100.0,241,buckley,100.0,272,bryan,buckley,1962-12-09,273730,bryanbuckley
425,james,jones,1968-09-16,jamesjones,jamesjones,100.0,212,james,100.0,32,jones,100.0,77,james,jones,1999-01-08,312680,jamesjones
426,robert,murillo,1933-08-01,robertmurillo,roebrtmurillo,92.30769,338,robert,100.0,12,murillo,100.0,273,roebrt,murillo,1933-08-01,300244,roebrtmurillo
427,elizabeth,oconnor,2024-07-11,elizabethoconnor,elizaebthoconnor,93.75,339,elizabeth,100.0,195,oconnor,100.0,274,elizaebth,oconnor,2024-07-11,421870,elizaebthoconnor
428,paul,kidd,1993-11-12,paulkidd,paulkidd,100.0,340,paul,100.0,34,kidd,100.0,275,paul,kidd,1993-11-12,182349,paulkidd
429,nicole,adams,1990-10-23,nicoleadams,nicoledaams,90.90909,341,nicole,100.0,92,adams,100.0,158,nicole,daams,1990-10-23,399868,nicoledaams
430,crystal,grant,1957-02-15,crystalgrant,crystalgratn,91.666664,342,crystal,100.0,71,gratn,80.0,277,crystal,gratn,1957-02-15,70443,crystalgratn
431,aaron,freeman,1964-04-28,aaronfreeman,araonfreeman,91.666664,343,aaron,100.0,298,freeman,100.0,110,araon,freeman,1964-04-28,385841,araonfreeman
432,margaret,jackson,1994-05-28,margaretjackson,amrgaretjackson,93.333336,344,margaret,100.0,266,jackson,100.0,127,amrgaret,jackson,1994-05-28,423585,amrgaretjackson
433,matthew,jackson,1977-04-13,matthewjackson,matthewjackson,100.0,345,matthew,100.0,19,jackson,100.0,127,matthew,jackson,1977-04-13,102346,matthewjackson
434,james,hughes,1936-11-28,jameshughes,jameshughes,100.0,346,james,100.0,32,hughes,100.0,278,james,hughes,1936-11-28,207144,jameshughes
435,daniel,wells,2018-07-03,danielwells,daneilwells,90.90909,347,daniel,100.0,17,wells,100.0,279,daneil,wells,2018-07-03,270678,daneilwells
436,tiffany,jackson,1976-11-27,tiffanyjackson,vnicentjackson,64.28571,141,tanya,66.666664,267,jackson,100.0,127,vnicent,jackson,1944-08-16,120479,vnicentjackson
437,james,miller,1967-03-15,jamesmiller,jaemsmiller,90.90909,348,james,100.0,32,miller,100.0,78,jaems,miller,1967-03-15,258901,jaemsmiller
438,lauren,castillo,1945-04-18,laurencastillo,laurencastillo,100.0,349,lauren,100.0,87,castillo,100.0,280,lauren,castillo,1945-04-18,196070,laurencastillo
439,robert,bates,1952-12-11,robertbates,robertbates,100.0,350,robert,100.0,12,bates,100.0,281,robert,bates,1952-12-11,39934,robertbates
440,victor,valdez,1966-05-30,victorvaldez,victorvaldez,100.0,351,victor,100.0,249,valdez,100.0,282,victor,valdez,1966-05-30,328834,victorvaldez
441,joseph,vaughan,1977-04-09,josephvaughan,josephfreeman,61.53846,121,joseph,100.0,104,vaughan,100.0,260,joseph,freeman,,239151,josephfreeman
442,grant,moore,1944-05-05,grantmoore,grantmoore,100.0,352,grant,100.0,250,moore,100.0,9,grant,moore,1944-05-05,283494,grantmoore
443,ashley,long,1996-01-06,ashleylong,ashleyburton,72.72727,564,ashley,100.0,130,leon,75.0,70,ashley,burton,1959-07-06,286536,ashleyburton
444,joshua,russell,1996-04-08,joshuarussell,joshuarussell,100.0,353,joshua,100.0,61,russell,100.0,283,joshua,russell,1996-04-08,350665,joshuarussell
445,cynthia,mclean,2018-07-16,cynthiamclean,cynthiaazmora,69.23077,644,cynthia,100.0,67,mcfarland,66.666664,5,cynthia,azmora,1997-05-11,117948,cynthiaazmora
446,kristy,mueller,1993-05-28,kristymueller,kristyumeller,92.30769,354,kristy,100.0,251,umeller,85.71429,284,kristy,umeller,1993-05-28,83221,kristyumeller
447,kelly,mccarthy,1962-03-31,kellymccarthy,kellymcacrthy,92.30769,355,kelly,100.0,252,mccarty,93.333336,215,kelly,mcacrthy,1962-03-31,320924,kellymcacrthy
448,stephanie,smith,1992-12-23,stephaniesmith,stephaniesmith,100.0,383,stephanie,100.0,182,smith,100.0,23,stephanie,smith,,404581,stephaniesmith
449,randy,kerr,1980-01-09,randykerr,randykerr,100.0,357,randy,100.0,253,kerr,100.0,286,randy,kerr,1980-01-09,30449,randykerr
450,benjamin,brown,1940-11-02,benjaminbrown,benjaminrnadall,71.42857,369,benjamin,100.0,260,brown,100.0,135,benjamin,rnadall,1961-09-06,317371,benjaminrnadall
451,sarah,mcclure,2020-07-05,sarahmcclure,sarahmcclure,100.0,358,sarah,100.0,0,mcclure,100.0,287,sarah,mcclure,2020-07-05,21940,sarahmcclure
452,emma,morales,1944-06-23,emmamorales,emmamorales,100.0,359,emma,100.0,226,morales,100.0,129,emma,morales,1944-06-23,381458,emmamorales
453,kevin,norton,1973-09-11,kevinnorton,kevinnorton,100.0,360,kevin,100.0,254,norton,100.0,288,kevin,norton,1973-09-11,441601,kevinnorton
454,michelle,ingram,1982-09-18,michelleingram,michelleignram,92.85714,361,michelle,100.0,255,ingram,100.0,500,michelle,ignram,1982-09-18,82181,michelleignram
455,jennifer,vargas,1931-04-17,jennifervargas,jenniferdouglas,75.86207,72,jennifer,100.0,65,vargas,100.0,171,jennifer,douglas,2017-06-27,446890,jenniferdouglas
456,kenneth,martin,2019-08-06,kennethmartin,kennethguzman,76.92308,546,kenneth,100.0,90,martin,100.0,99,kenneth,guzman,2016-04-15,442195,kennethguzman
457,sonya,robinson,2001-08-26,sonyarobinson,sonyarobinosn,92.30769,362,sonya,100.0,256,robinson,100.0,164,sonya,robinosn,2001-08-26,498091,sonyarobinosn
458,stacy,ramirez,1941-07-13,stacyramirez,stacyarmirez,91.666664,363,stacy,100.0,257,ramirez,100.0,73,stacy,armirez,,311809,stacyarmirez
459,destiny,evans,2005-06-20,destinyevans,dsutinblevins,72.0,665,dustin,76.92308,161,evans,100.0,155,dsutin,blevins,,60208,dsutinblevins
460,mary,payne,1999-09-02,marypayne,marypanye,88.888885,364,mary,100.0,47,panye,80.0,292,mary,panye,1999-09-02,204023,marypanye
461,christopher,stout,2006-10-10,christopherstout,chirstopherstout,93.75,365,christopher,100.0,105,stout,100.0,293,chirstopher,stout,2006-10-10,101364,chirstopherstout
462,kaitlin,hull,1932-07-14,kaitlinhull,kaitlinhull,100.0,366,kaitlin,100.0,259,hull,100.0,294,kaitlin,hull,1932-07-14,398278,kaitlinhull
463,jennifer,moore,1946-04-03,jennifermoore,jennifermooer,92.30769,367,jennifer,100.0,65,moore,100.0,9,jennifer,mooer,1946-04-03,194079,jennifermooer
464,donna,rojas,2000-11-25,donnarojas,donnaorjas,90.0,368,donna,100.0,239,orjas,80.0,296,donna,orjas,2000-11-25,167405,donnaorjas
465,benjamin,randall,1961-09-06,benjaminrandall,benjaminrnadall,93.333336,369,benjamin,100.0,260,randall,100.0,47,benjamin,rnadall,1961-09-06,317371,benjaminrnadall
466,tyrone,williams,1957-03-21,tyronewilliams,tyronewilliams,100.0,370,tyrone,100.0,261,williams,100.0,68,tyrone,williams,,112364,tyronewilliams
467,raymond,nguyen,1954-06-28,raymondnguyen,raymondnguyen,100.0,371,raymond,100.0,262,nguyen,100.0,201,raymond,nguyen,1954-06-28,40424,raymondnguyen
468,michael,moses,2004-11-02,michaelmoses,michaelmoses,100.0,372,michael,100.0,52,moses,100.0,298,michael,moses,2004-11-02,18043,michaelmoses
469,robert,foster,1960-03-30,robertfoster,robertcooper,75.0,196,robert,100.0,12,foster,100.0,395,robert,cooper,1966-09-03,227913,robertcooper
470,lisa,garcia,2017-05-03,lisagarcia,ilsagarcia,90.0,373,lisa,100.0,229,garcia,100.0,159,ilsa,garcia,2017-05-03,325445,ilsagarcia
471,taylor,perez,1999-10-05,taylorperez,taylroperez,90.90909,374,taylor,100.0,268,perez,100.0,299,taylro,perez,1999-10-05,17737,taylroperez
472,madison,cruz,2019-07-09,madisoncruz,madisoncruz,100.0,375,madison,100.0,265,cruz,100.0,300,madison,cruz,2019-07-09,234118,madisoncruz
473,sandra,rojas,1952-07-25,sandrarojas,andreadams,66.666664,204,andrea,83.333336,180,orjas,80.0,296,andre,adams,2017-05-03,384887,andreadams
474,margaret,rodriguez,1956-11-21,margaretrodriguez,margaretrodriguez,100.0,376,margaret,100.0,266,rodriguez,100.0,301,margaret,rodriguez,1956-11-21,361489,margaretrodriguez
475,deborah,grant,1968-04-22,deborahgrant,debraewst,57.142857,768,debra,83.333336,424,gratn,80.0,277,debra,ewst,1950-06-21,274720,debraewst
476,tanya,haynes,2003-12-17,tanyahaynes,tanyahaynes,100.0,377,tanya,100.0,267,haynes,100.0,302,tanya,haynes,2003-12-17,89776,tanyahaynes
477,amber,thomas,1974-03-06,amberthomas,amberthomas,100.0,378,amber,100.0,178,thomas,100.0,11,amber,thomas,1974-03-06,448654,amberthomas
478,taylor,dixon,1987-03-09,taylordixon,taylordixon,100.0,379,taylor,100.0,268,dixon,100.0,177,taylor,dixon,1987-03-09,436251,taylordixon
479,cheryl,hall,2005-08-04,cherylhall,cherylhall,100.0,380,cheryl,100.0,269,hall,100.0,185,cheryl,hall,2005-08-04,180753,cherylhall
480,tamara,price,1963-05-21,tamaraprice,atmaraprice,90.90909,381,tamraa,83.333336,187,price,100.0,303,atmara,price,,10831,atmaraprice
481,erin,carroll,1965-10-06,erincarroll,erincarroll,100.0,382,erin,100.0,42,carroll,100.0,210,erin,carroll,1965-10-06,212833,erincarroll
482,stephanie,smith,2017-06-07,stephaniesmith,stephaniesmith,100.0,383,stephanie,100.0,182,smith,100.0,23,stephanie,smith,,404581,stephaniesmith
483,stanley,valdez,1978-03-29,stanleyvaldez,stanleyvaldze,92.30769,384,stanley,100.0,271,valdez,100.0,282,stanley,valdze,1978-03-29,432248,stanleyvaldze
484,amanda,harris,1984-12-18,amandaharris,maandaharris,91.666664,385,amanda,100.0,43,harris,100.0,114,maanda,harris,1984-12-18,50258,maandaharris
485,thomas,anderson,1952-09-19,thomasanderson,htomasanderson,92.85714,386,thomas,100.0,35,anderson,100.0,14,htomas,anderson,1952-09-19,495221,htomasanderson
486,michael,fernandez,1994-07-30,michaelfernandez,michaelfernandez,100.0,387,michael,100.0,52,fernandez,100.0,305,michael,fernandez,1994-07-30,135026,michaelfernandez
487,jonathan,perry,1988-07-30,jonathanperry,jonathaneprry,92.30769,388,jonathan,100.0,76,perry,100.0,213,jonathan,eprry,1988-07-30,446206,jonathaneprry
488,jeanette,cooley,1938-12-06,jeanettecooley,jeanettecooley,100.0,389,jeanette,100.0,274,cooley,100.0,120,jeanette,cooley,1938-12-06,248132,jeanettecooley
489,sean,gregory,1982-11-16,seangregory,patrickgregory,64.0,678,sean,100.0,55,gregory,100.0,75,patrick,gregory,1952-08-26,249009,patrickgregory
490,angela,sullivan,1988-02-29,angelasullivan,angelayoung,64.0,171,angela,100.0,139,silva,61.53846,308,angela,young,1950-04-15,150200,angelayoung
491,holly,velasquez,1943-02-20,hollyvelasquez,holylvelasquez,92.85714,390,holly,100.0,184,velasquez,100.0,307,holyl,velasquez,1943-02-20,103250,holylvelasquez
492,emily,brown,1936-03-07,emilybrown,eimlybrown,90.0,391,emily,100.0,157,brown,100.0,135,eimly,brown,1936-03-07,286955,eimlybrown
493,ryan,silva,1947-04-13,ryansilva,ryansilva,100.0,392,ryan,100.0,2,silva,100.0,308,ryan,silva,1947-04-13,431186,ryansilva
494,jennifer,valencia,2016-08-08,jennifervalencia,jnenifervalencia,93.75,393,jennifer,100.0,65,valencia,100.0,309,jnenifer,valencia,2016-08-08,163900,jnenifervalencia
495,keith,maldonado,2019-11-22,keithmaldonado,keithmaldonaod,92.85714,394,keith,100.0,62,maldonaod,88.888885,310,keith,maldonaod,2019-11-22,420091,keithmaldonaod
496,amanda,boyd,1979-01-09,amandaboyd,amandaelonard,69.565216,483,amanda,100.0,43,boyd,100.0,35,amanda,elonard,1970-01-10,203898,amandaelonard
497,emily,robinson,2014-02-22,emilyrobinson,emilyrobinson,100.0,395,emily,100.0,157,robinson,100.0,164,emily,robinson,2014-02-22,46470,emilyrobinson
498,kimberly,wells,1984-01-26,kimberlywells,kimberlyhowe,80.0,231,kimberly,100.0,175,wells,100.0,279,kimberly,howe,1953-09-24,75867,kimberlyhowe
499,joshua,butler,1970-10-25,joshuabutler,joshuataylor,75.0,401,joshua,100.0,61,butler,100.0,488,joshua,taylor,,441114,joshuataylor
500,kristi,martin,1956-11-28,kristimartin,kristinmartin,96.0,783,kristi,100.0,278,martin,100.0,99,kristin,martin,1975-02-12,47535,kristinmartin
501,makayla,perkins,1948-01-10,makaylaperkins,makaylaperkins,100.0,397,makayla,100.0,279,perkins,100.0,312,makayla,perkins,1948-01-10,243654,makaylaperkins
502,taylor,russell,1967-06-22,taylorrussell,atylorrussell,92.30769,398,taylor,100.0,268,russell,100.0,283,atylor,russell,1967-06-22,462930,atylorrussell
503,jennifer,schmitt,2006-06-30,jenniferschmitt,jenniferschmitt,100.0,399,jennifer,100.0,65,schmitt,100.0,313,jennifer,schmitt,2006-06-30,455918,jenniferschmitt
504,randy,snow,1975-09-10,randysnow,randysnow,100.0,400,randy,100.0,253,snow,100.0,314,randy,snow,,456085,randysnow
505,joshua,taylor,1978-09-28,joshuataylor,joshuataylor,100.0,401,joshua,100.0,61,taylor,100.0,246,joshua,taylor,,441114,joshuataylor
506,shelley,foster,1928-04-18,shelleyfoster,shelleyfostre,92.30769,402,shelley,100.0,224,foster,100.0,395,shelley,fostre,1928-04-18,242150,shelleyfostre
507,robert,knight,1931-10-02,robertknight,robertnkight,91.666664,403,robert,100.0,12,knight,100.0,106,robert,nkight,1931-10-02,360381,robertnkight
508,anthony,beasley,1956-09-24,anthonybeasley,anthnoybeasley,92.85714,404,anthony,100.0,5,beasley,100.0,317,anthnoy,beasley,1956-09-24,341541,anthnoybeasley
509,laura,martinez,1994-08-16,lauramartinez,sarahmartin,75.0,325,laura,100.0,351,martinez,100.0,394,sarah,martin,1944-02-18,69533,sarahmartin
510,rachel,wade,2002-10-14,rachelwade,rachelwade,100.0,405,rachel,100.0,162,wade,100.0,318,rachel,wade,2002-10-14,186820,rachelwade
511,hector,wilkins,1971-02-09,hectorwilkins,hetcorwilkins,92.30769,406,hetcor,83.333336,282,wilkins,100.0,319,hetcor,wilkins,1971-02-09,8281,hetcorwilkins
512,henry,kelly,2006-05-07,henrykelly,henrykelly,100.0,407,henry,100.0,283,kelly,100.0,34,henry,kelly,2006-05-07,348319,henrykelly
513,angela,macdonald,1961-05-26,angelamacdonald,angelamacdonald,100.0,408,angela,100.0,139,macdonald,100.0,320,angela,macdonald,1961-05-26,76043,angelamacdonald
514,bridget,perez,1936-03-18,bridgetperez,robertperez,69.565216,775,brent,66.666664,345,perez,100.0,299,robert,perez,1989-09-01,76745,robertperez
515,jacob,anderson,1933-04-23,jacobanderson,jacobsadners,80.0,65,jacob,100.0,59,anderson,100.0,14,jacob,sadners,1964-05-07,417697,jacobsadners
